360;248
4141;113;795
4142;2;603
4143;44;803
4144;62;512
4145;66;27
4146;117;44
4147;140;620
4148;109;177
4149;172;72
4150;46;860
4151;171;368
4152;84;630
4153;58;203
4154;34;172
4155;38;168
4156;14;875
4157;176;13
4158;153;70
4159;114;634
4160;45;620
4161;25;442
4162;66;421
4163;173;86
4164;182;739
4165;69;479
4166;170;17
4167;106;436
4168;113;607
4169;91;662
4170;175;542
4171;186;842
4172;103;696
4173;168;605
4174;192;446
4175;188;454
4176;4;605
4177;39;538
4178;11;663
4179;166;459
4180;30;648
4181;79;799
4182;123;745
4183;73;216
4184;165;772
4185;185;401
4186;64;563
4187;29;444
4188;32;623
4189;98;184
4190;107;309
4191;78;30
4192;18;595
4193;174;820
4194;34;803
4195;134;891
4196;6;727
4197;42;448
4198;6;9
4199;38;861
4200;154;145
4201;89;457
4202;145;831
4203;151;835
4204;183;378
4205;96;533
4206;62;501
4207;72;246
4208;184;676
4209;20;222
4210;52;809
4211;151;827
4212;149;687
4213;109;861
4214;177;828
4215;139;822
4216;185;422
4217;72;352
4218;175;775
4219;24;339
4220;146;688
4221;108;146
4222;102;685
4223;118;590
4224;71;289
4225;93;224
4226;24;54
4227;54;8
4228;182;3
4229;198;516
4230;130;434
4231;55;258
4232;91;374
4233;51;80
4234;150;570
4235;82;477
4236;160;845
4237;198;273
4238;96;135
4239;34;820
4240;63;223
4241;50;74
4242;37;225
4243;120;492
4244;183;247
4245;159;866
4246;68;734
4247;192;430
4248;154;567
4249;159;749
4250;152;309
4251;53;679
4252;163;120
4253;113;98
4254;133;148
4255;79;871
4256;140;655
4257;169;488
4258;136;7
4259;160;439
4260;1;675
4261;110;513
4262;146;18
4263;180;51
4264;158;269
4265;31;699
4266;190;209
4267;38;59
4268;145;791
4269;131;100
4270;128;467
4271;28;896
4272;51;719
4273;33;372
4274;31;803
4275;162;351
4276;147;827
4277;117;768
4278;184;507
4279;6;286
4280;89;576
4281;70;397
4282;151;509
4283;58;560
4284;19;495
4285;169;640
4286;51;147
4287;32;745
4288;33;407
4289;74;457
4290;33;241
4291;96;622
4292;182;593
4293;39;817
4294;54;702
4295;71;167
4296;164;267
4297;82;51
4298;182;328
4299;180;630
4300;95;767
4301;116;617
4302;103;86
4303;50;805
4304;40;146
4305;117;763
4306;140;287
4307;92;142
4308;19;336
4309;162;125
4310;142;53
4311;43;219
4312;154;59
4313;73;198
4314;100;312
4315;159;673
4316;111;394
4317;96;627
4318;79;157
4319;10;239
4320;131;148
4321;119;777
4322;34;137
4323;104;478
4324;169;720
4325;157;87
4326;186;428
4327;140;8
4328;164;535
4329;99;434
4330;66;618
4331;188;847
4332;123;453
4333;9;233
4334;163;618
4335;39;426
4336;180;72
4337;78;891
4338;131;814
4339;47;414
4340;145;575
4341;117;155
4342;14;758
4343;20;645
4344;71;481
4345;41;264
4346;43;31
4347;174;608
4348;56;750
4349;17;724
4350;47;299
4351;154;166
4352;110;532
4353;179;251
4354;55;30
4355;36;405
4356;68;173
4357;24;495
4358;25;275
4359;40;833
4360;60;424
4361;134;820
4362;148;37
4363;172;428
4364;16;741
4365;87;184
4366;98;525
4367;133;800
4368;24;512
4369;172;544
4370;80;660
4371;108;375
4372;150;802
4373;49;560
4374;78;572
4375;62;135
4376;89;448
4377;27;254
4378;123;644
4379;10;348
4380;173;221
4381;52;400
4382;84;717
4383;181;801
4384;94;621
4385;85;333
4386;165;893
4387;125;440
4388;88;124
4389;135;496
4390;160;667
4391;47;543
4392;63;710
4393;93;320
4394;186;804
4395;15;203
4396;176;560
4397;128;80
4398;144;461
4399;83;521
4400;99;722
4401;122;186
4402;94;400
4403;106;565
4404;75;160
4405;185;565
4406;39;211
4407;113;894
4408;182;646
4409;30;172
4410;116;104
4411;192;120
4412;150;606
4413;183;846
4414;112;582
4415;21;170
4416;38;144
4417;105;703
4418;141;627
4419;192;880
4420;191;17
4421;8;611
4422;152;643
4423;87;777
4424;98;288
4425;79;664
4426;53;150
4427;57;0
4428;6;279
4429;106;546
4430;47;638
4431;158;481
4432;79;870
4433;94;457
4434;101;60
4435;127;342
4436;140;851
4437;136;365
4438;170;344
4439;114;791
4440;197;115
4441;172;112
4442;58;316
4443;168;780
4444;173;257
4445;36;312
4446;16;426
4447;135;192
4448;57;302
4449;177;554
4450;125;868
4451;6;75
4452;3;779
4453;145;702
4454;131;710
4455;164;577
4456;42;760
4457;80;556
4458;70;696
4459;42;718
4460;105;731
4461;164;794
4462;52;295
4463;37;650
4464;32;737
4465;180;208
4466;152;796
4467;140;756
4468;4;391
4469;131;243
4470;82;362
4471;37;163
4472;182;166
4473;119;817
4474;47;245
4475;144;544
4476;4;841
4477;51;886
4478;72;50
4479;64;628
4480;91;457
4481;73;104
4482;63;64
4483;49;602
4484;2;679
4485;160;356
4486;141;511
4487;5;747
4488;4;197
4489;194;526
4490;90;226
4491;82;855
4492;82;780
4493;87;94
4494;61;265
4495;93;228
4496;99;307
4497;126;160
4498;5;784
4499;141;671
4500;78;588
4501;56;690
4502;162;644
4503;178;551
4504;87;620
4505;190;778
4506;37;425
4507;155;805
4508;120;325
4509;110;591
4510;170;638
4511;35;762
4512;149;154
4513;107;517
4514;30;276
4515;130;108
4516;162;742
4517;17;120
4518;171;534
4519;128;760
4520;147;208
4521;107;204
4522;13;275
4523;127;864
4524;147;824
4525;153;568
4526;44;782
4527;181;264
4528;44;245
4529;155;660
4530;86;689
4531;29;85
4532;101;738
4533;181;513
4534;129;100
4535;170;604
4536;127;538
4537;33;200
4538;174;38
4539;95;346
4540;10;147
4541;104;490
4542;46;436
4543;20;835
4544;139;811
4545;181;420
4546;143;851
4547;46;578
4548;115;124
4549;77;494
4550;6;359
4551;126;445
4552;133;708
4553;1;684
4554;120;523
4555;61;515
4556;126;99
4557;145;818
4558;185;598
4559;102;448
4560;17;607
4561;27;360
4562;117;430
4563;49;856
4564;130;884
4565;170;99
4566;40;620
4567;186;437
4568;104;841
4569;25;131
4570;143;701
4571;13;92
4572;173;105
4573;165;177
4574;35;856
4575;50;612
4576;146;742
4577;153;594
4578;129;41
4579;86;804
4580;10;651
4581;23;841
4582;196;184
4583;18;800
4584;14;318
4585;129;837
4586;54;312
4587;197;428
4588;93;184
4589;187;682
4590;197;829
4591;191;306
4592;52;797
4593;21;530
4594;198;284
4595;77;251
4596;74;314
4597;193;668
4598;194;671
4599;135;512
4600;137;830
4601;37;893
4602;113;150
4603;52;469
4604;75;328
4605;91;425
4606;148;411
4607;89;194
4608;159;343
4609;33;349
4610;78;225
4611;25;800
4612;160;48
4613;97;609
4614;133;587
4615;85;603
4616;184;746
4617;18;229
4618;139;182
4619;152;191
4620;195;353
4621;44;743
4622;77;681
4623;83;320
4624;53;842
4625;196;25
4626;194;244
4627;125;265
4628;111;191
4629;72;461
4630;149;403
4631;45;339
4632;151;772
4633;16;141
4634;92;385
4635;125;470
4636;160;242
4637;171;470
4638;166;717
4639;148;231
4640;126;551
4641;102;823
4642;15;670
4643;158;148
4644;198;404
4645;89;25
4646;174;103
4647;89;761
4648;116;643
4649;177;667
4650;182;440
4651;196;355
4652;188;202
4653;184;765
4654;72;389
4655;147;789
4656;80;109
4657;55;240
4658;139;617
4659;173;219
4660;156;760
4661;72;266
4662;167;414
4663;33;150
4664;35;769
4665;72;400
4666;107;131
4667;127;307
4668;24;16
4669;172;573
4670;140;795
4671;72;822
4672;180;888
4673;46;704
4674;24;266
4675;89;436
4676;182;674
4677;132;108
4678;24;878
4679;33;494
4680;84;674
4681;8;724
4682;143;447
4683;43;309
4684;145;670
4685;24;359
4686;165;799
4687;99;625
4688;168;644
4689;103;831
4690;32;891
4691;15;507
4692;197;442
4693;25;555
4694;58;238
4695;43;847
4696;4;124
4697;101;394
4698;154;199
4699;159;157
4700;54;28
4701;114;765
4702;49;706
4703;39;36
4704;86;770
4705;69;471
4706;96;131
4707;113;439
4708;123;403
4709;33;394
4710;147;789
4711;193;819
4712;101;557
4713;20;584
4714;191;282
4715;177;869
4716;17;410
4717;169;426
4718;108;239
4719;180;755
4720;143;708
4721;127;105
4722;68;628
4723;184;293
4724;44;857
4725;169;789
4726;147;92
4727;158;440
4728;152;399
4729;189;875
4730;35;29
4731;17;719
4732;29;234
4733;65;451
4734;188;519
4735;25;668
4736;99;13
4737;64;848
4738;173;590
4739;109;111
4740;37;455
4741;192;756
4742;51;547
4743;2;565
4744;161;728
4745;142;598
4746;138;855
4747;134;98
4748;125;532
4749;154;829
4750;62;799
4751;184;449
4752;165;466
4753;162;629
4754;195;13
4755;21;146
4756;190;133
4757;91;3
4758;17;800
4759;88;600
4760;16;430
4761;158;121
4762;70;330
4763;31;799
4764;45;256
4765;6;39
4766;5;763
4767;87;789
4768;159;597
4769;45;898
4770;116;172
4771;144;574
4772;170;25
4773;165;758
4774;113;647
4775;27;796
4776;139;876
4777;138;223
4778;125;626
4779;98;270
4780;133;129
4781;17;467
4782;146;406
4783;195;86
4784;34;154
4785;56;348
4786;176;885
4787;82;99
4788;175;196
4789;176;657
4790;163;580
4791;80;55
4792;136;273
4793;22;450
4794;91;707
4795;99;175
4796;80;146
4797;183;86
4798;131;251
4799;198;845
4800;102;809
4801;88;843
4802;96;603
4803;188;646
4804;127;301
4805;109;650
4806;42;217
4807;197;519
4808;68;866
4809;79;727
4810;45;632
4811;153;367
4812;111;8
4813;187;52
4814;160;502
4815;49;813
4816;183;792
4817;63;871
4818;180;431
4819;42;128
4820;127;642
4821;80;746
4822;64;583
4823;57;771
4824;104;815
4825;7;82
4826;104;399
4827;165;770
4828;119;112
4829;150;838
4830;65;745
4831;144;768
4832;158;544
4833;129;786
4834;74;33
4835;47;488
4836;190;829
4837;21;253
4838;120;0
4839;112;615
4840;93;354
4841;103;386
4842;26;535
4843;48;726
4844;60;225
4845;28;660
4846;123;115
4847;186;493
4848;82;441
4849;191;276
4850;165;17
4851;84;749
4852;88;765
4853;144;176
4854;30;847
4855;87;514
4856;170;776
4857;70;400
4858;115;476
4859;68;77
4860;120;642
4861;32;187
4862;46;879
4863;10;13
4864;147;814
4865;127;727
4866;149;811
4867;149;820
4868;153;900
4869;108;440
4870;110;4
4871;21;436
4872;128;172
4873;86;523
4874;23;19
4875;88;852
4876;136;287
4877;102;122
4878;193;793
4879;182;813
4880;63;628
4881;162;295
4882;19;727
4883;56;790
4884;30;711
4885;125;63
4886;78;529
4887;81;370
4888;6;438
4889;138;839
4890;78;594
4891;95;231
4892;176;476
4893;185;231
4894;87;861
4895;138;493
4896;157;276
4897;180;336
4898;174;376
4899;140;313
4900;163;325
4901;121;533
4902;196;469
4903;161;677
4904;125;493
4905;189;155
4906;75;275
4907;189;123
4908;164;774
4909;165;150
4910;60;885
4911;32;137
4912;162;476
4913;98;479
4914;35;179
4915;175;547
4916;5;498
4917;51;31
4918;127;787
4919;4;834
4920;70;413
4921;146;435
4922;195;419
4923;17;592
4924;72;725
4925;76;296
4926;20;406
4927;81;879
4928;86;443
4929;174;253
4930;45;2
4931;186;32
4932;60;362
4933;175;877
4934;39;868
4935;4;153
4936;116;648
4937;61;376
4938;44;346
4939;145;390
4940;151;771
4941;126;143
4942;99;881
4943;65;334
4944;134;590
4945;60;827
4946;40;172
4947;117;510
4948;170;232
4949;36;425
4950;75;83
4951;60;726
4952;49;230
4953;61;875
4954;78;367
4955;114;118
4956;66;204
4957;45;110
4958;122;754
4959;39;294
4960;109;585
4961;183;177
4962;15;819
4963;19;621
4964;15;825
4965;164;783
4966;140;297
4967;28;78
4968;90;532
4969;13;196
4970;34;740
4971;104;482
4972;109;575
4973;162;391
4974;22;777
4975;63;799
4976;72;849
4977;65;868
4978;45;791
4979;52;795
4980;189;79
4981;178;165
4982;181;44
4983;174;406
4984;106;160
4985;79;377
4986;181;537
4987;192;47
4988;73;512
4989;142;302
4990;130;788
4991;5;759
4992;112;610
4993;149;449
4994;170;101
4995;146;495
4996;17;892
4997;30;866
4998;2;616
4999;184;854
5000;119;320
